80000	1.10058	1.0002	1.00061	1.0126			1.10058	1.0004	1.00021	1.0094			1.10058	1	1	1.0062
100000	1.10058	1.0002	1.0002	1.007			1.10058	1.0002	1.0002	1.007			1.10058	1.0002	1.0004	1.007
120000	1.10058	1.0006	1.0002	1.0046			1.10058	1.0006	1.00026	1.003			1.10058	1	1.00026	1.0014
140000	1.10058	1	1	1.0014			        1.10058	1	1	1.0022			        1.10058	1.0006	1	1.0006
160000	1.10058	1.0006	1	1.0006			    1.10058	1	1	1.0006			        1.10058	1	1	1.0014
